county,you,he,she,it,we,they,me,him,her,us,them,mine,yours,his,hers,its,ours,theirs
"idaho,minidoka",24486.26,2552.45,995.02,13238.16,2898.55,2465.93,15314.73,1211.34,1124.81,475.88,951.76,216.31,43.26,432.62,0,1211.34,0,86.52
"idaho,nez perce",21704.28,1899.36,1441.83,13176.36,3714.14,2368.44,9712.14,703.61,1314.94,738.22,1188.06,223,138.41,849.72,11.54,619.02,34.6,23.07
"idaho,oneida",17048.75,1995.07,1668.6,11934.13,4679.34,2611.72,7980.27,580.38,1160.77,870.58,1088.22,253.92,181.37,1450.96,36.27,435.29,36.27,0
"idaho,owyhee",29128.38,2085.92,2681.9,12242.36,4519.49,2259.75,11944.38,918.8,1887.26,595.98,1291.28,422.15,99.33,968.46,0,1067.79,49.66,0
"idaho,payette",20890.92,4093.98,6199.14,15162.68,3938.86,2858.58,10758.47,1373.89,2055.3,1069.2,1235.39,238.22,132.96,1673.05,16.62,653.71,22.16,16.62
"idaho,power",27714.01,2091.97,1406.99,13162.77,3573.01,2295.62,13310.87,1092.27,870.11,740.52,1036.73,277.69,74.05,796.06,18.51,351.75,0,37.03
"idaho,shoshone",15838.21,1438.57,1033.53,11829.77,2555.9,1815.67,7542.01,572.63,782.13,558.67,740.23,139.67,139.67,488.83,13.97,349.17,27.93,0
"idaho,teton",19793.75,1662.92,1464.37,13328.2,3921.52,1985.58,9406.68,719.77,1104.48,657.72,918.33,161.33,124.1,682.54,0,322.66,24.82,0
"idaho,twin falls",22278.77,2058.79,1646.09,12918.71,3558.66,2230.94,11003.78,856.06,1377.24,823.04,1174.43,318.37,124.99,860.78,7.08,570.71,16.51,11.79
"idaho,valley",19578.88,2147.32,1654.94,11386.25,4274.12,1901.13,10223.69,779.6,1525.01,977.92,943.73,198.32,150.45,971.08,13.68,478.7,13.68,27.35
"idaho,washington",25236.91,2396.41,1809.74,14000.62,3559.82,2296.98,11614.15,994.36,1312.56,725.88,1292.67,258.53,129.27,676.17,0,765.66,0,39.77
"illinois,adams",18353.12,2276.46,1761.32,12771.4,3515.19,2534.03,8882.51,969.25,1423.35,741.45,1101.75,244.17,102.73,1013.91,5.96,696.78,13.4,5.96
"illinois,alexander",16736.96,2997.96,3404.46,11663.49,3635.07,3873.5,13656.92,1039.71,2415.56,594.12,1797.99,277.52,101.63,938.08,39.09,1348.49,27.36,3.91
"illinois,bond",21677.46,2179.07,1811.17,13368,4099.9,2331.18,10541.58,703.95,1340.69,831.3,1259.33,307.76,141.5,962.18,14.15,382.04,10.61,3.54
"illinois,boone",22873.08,2281.05,2025.89,12789.98,3378.91,2362.31,12317.84,1324.59,1565.12,647.67,1256.33,284.42,121.89,884.14,8.94,956.47,13,13.81
"illinois,brown",20156.33,2409.12,1713.15,12473.9,3613.68,2275.28,9181.43,910.11,1311.63,749.5,1204.56,347.98,187.38,455.06,26.77,508.59,53.54,0
"illinois,bureau",20363.66,2547.85,1963.97,12687.66,3739.21,2431.37,13087.24,967.24,1567.34,666.45,1160.39,346.5,116.48,998.2,7.37,474.77,13.27,19.17
"illinois,calhoun",18843.6,1947.45,2249.16,11684.68,3072.03,1947.45,10944.1,850.29,1316.58,685.72,1179.44,329.15,164.57,685.72,27.43,1234.3,27.43,27.43
"illinois,carroll",23165.03,3158.11,2316.5,12557.44,3899.72,2299.84,12165.81,1541.56,1762.38,858.27,1237.41,287.48,124.99,974.93,16.66,483.3,25,8.33
"illinois,cass",19035.98,2130.19,1775.16,11789.15,4020.22,1534.99,12123.3,877.14,1273.94,741.39,1065.1,292.38,135.75,699.62,10.44,605.64,20.88,0
"illinois,champaign",17780.56,2467.55,2275.17,11816.09,3485.77,2730.18,10879.86,897.26,1689.5,695.18,1177.28,221.06,102.27,1023.44,9.56,819.91,14.2,11.44
"illinois,christian",17677.32,1744.87,1616.24,26113.21,2890.78,1718.88,10087.22,705.48,1212.18,522.29,843.2,252.05,93.55,670.4,10.39,484.61,12.99,9.1
"illinois,clark",24498.25,2782.77,1940.84,13963.08,4794.68,2345.4,10721.06,1087.96,1552.67,913.01,1197.3,382.7,125.74,1213.7,0,858.34,10.93,10.93
"illinois,clay",22781.86,1944.89,1853.47,12542.08,3590.57,2302.29,11827.29,723.1,1329.84,556.87,1263.35,299.21,108.05,731.41,8.31,930.89,8.31,0
"illinois,clinton",23274.5,2349.76,2125.08,12906.53,4284.49,2413.73,12042.14,942.4,1594.59,686.52,1174.88,305.81,113.9,898.71,18.72,764.53,12.48,14.04
"illinois,coles",19284.45,2263.09,1930.11,13261.23,3770.28,2516.75,10963.09,854.13,1554.23,740.68,1154.84,259.65,86.7,941.76,7.38,623.08,20.29,9.22
"illinois,cook",17088.38,2736.22,2186.48,11246.52,3378.78,2897.54,10783.63,1034.62,1628.84,813.95,1195.26,219.16,100.01,1154.39,10.14,858.33,11.49,10.34
"illinois,crawford",21197.08,2249.24,1776.12,12383.25,3708.68,2016.5,10374.38,778.37,1428.91,797.44,1037.82,343.4,122.1,1014.93,5.72,768.83,26.71,9.54
"illinois,cumberland",20693.17,1905.11,1857.28,13064.76,4105.16,2455.12,11063.99,844.95,1530.47,805.09,1012.34,239.13,159.42,948.57,7.97,685.52,31.89,15.94
"illinois,de kalb",18435.51,2576.8,1934.73,12723.74,3325.01,2843.46,10643.76,886.98,1474.93,674.94,1170.99,249.06,103.04,1002.19,5.7,757.01,13.2,6.73
"illinois,de witt",19152.22,2349.31,1556.54,13728.5,3959.03,2001.27,9909.65,990.97,1256.83,783.1,1039.31,241.7,87.01,1087.64,9.67,652.59,19.34,14.5
"illinois,douglas",20060.45,2422.95,1823.4,13106.82,3943.48,2385.87,11734.64,784.99,1384.55,676.82,1149.67,259.6,117.44,886.97,9.27,630.46,15.45,9.27
"illinois,du page",18940.35,2428.21,1801,11798.43,3416.43,2491.54,10895.94,921.82,1385.49,825.92,1114.78,239.68,101.37,1042.43,8.06,884.21,13.05,10.65
"illinois,edgar",19676.4,2322.91,1752.23,12771.98,3600.91,2089.81,11711,988.64,1535.21,868.08,1085.1,313.47,152.72,1020.79,0,739.47,40.19,0
"illinois,edwards",22826.49,2392.4,1973.12,15291.65,4895.8,2750.03,10679.49,789.25,1455.17,702.92,1282.53,209.64,61.66,604.27,12.33,369.96,24.66,37
"illinois,effingham",21553.79,2281.16,1704.36,13525.48,3826.66,2426.98,10598.52,880.17,1291.61,748.67,1256.46,298.17,109.37,979.13,6.51,626.28,11.72,10.42
"illinois,fayette",20967.2,2116.4,2084.27,13545.75,4309.1,2421.61,10871.14,827.28,1562.2,915.63,1204.78,357.42,136.54,1012.02,12.05,586.33,16.06,8.03
"illinois,ford",18673.1,2150.66,1608.21,12495.53,3886.51,2284.68,9138.71,784.96,1340.17,689.23,1167.87,370.14,82.96,880.69,12.76,625.41,19.14,0
"illinois,franklin",23932.82,2121.51,1520.92,15181.07,3854.14,2125.83,13712.01,907.37,1138.53,699.97,1160.13,391.03,116.66,844.71,19.44,423.44,21.6,12.96
"illinois,fulton",22473.47,2494.11,1796.16,12738.5,3853.64,2246.02,12282.01,1088.28,1458.76,833.58,1141.2,287.78,148.85,955.97,13.23,701.26,19.85,6.62
"illinois,gallatin",22512.75,1700.18,1700.18,13015.18,5921.32,1582.93,9966.58,703.52,1172.54,820.78,996.66,58.63,58.63,762.15,58.63,762.15,0,0
"illinois,greene",20806.91,2439.65,1622.85,12155.28,4030.26,2181.72,9715.62,849.04,1160.72,741.57,1171.46,290.18,75.23,1042.49,0,462.14,10.75,42.99
"illinois,grundy",21479.61,2410.15,2071.94,13010.78,3553.5,2336.07,12694.27,993.69,1582.57,674.18,1177.77,312.02,101.76,914.38,14.96,1073.76,12.72,14.22
"illinois,hamilton",19179.04,2572.8,1695.71,13097.88,3683.78,2748.22,10700.5,643.2,1169.45,760.14,1110.98,116.94,175.42,643.2,0,701.67,0,0
"illinois,hancock",19685.33,2295.3,1519.07,12294.47,3797.68,2332.86,15073.87,938.99,1260.33,805.44,1130.96,225.36,116.85,1181.04,0,4073.12,20.87,12.52
"illinois,hardin",27562.89,2405.25,2535.27,11571.22,3185.33,3185.33,10921.15,715.08,2405.25,520.05,1170.12,390.04,0,1170.12,0,1170.12,0,0
"illinois,henderson",24746.7,2592.41,2052.32,13664.15,3780.6,2203.55,11817.06,864.14,1523.04,615.7,1274.6,324.05,129.62,982.96,0,464.47,21.6,10.8
"illinois,henry",24175.9,2082.43,2147.06,12916.46,3925.12,2305.71,14019.37,796.19,1600.01,654.58,1194.58,311.42,131.62,809.7,12.93,839.67,12.93,9.99
"illinois,iroquois",20245.44,2388.14,2072.08,13044.36,3633.41,2313.55,12041.83,907.72,1482.95,685.22,1230.1,332.49,113.78,903.93,11.38,738.31,17.7,17.7
"illinois,jackson",17394.51,2494.78,1990.73,12569.17,3360.61,2994.92,10631.74,961.46,1523.52,674.55,1267.97,241.84,101.91,1012.02,10.58,747.46,16.07,9.8
"illinois,jasper",21871.47,2370.31,1656.52,12982.82,3595.86,2666.59,10127.67,727.25,1131.28,552.17,1373.7,296.29,148.14,1050.48,53.87,444.43,13.47,0
"illinois,jefferson",21489.37,2471.84,2388.82,12635.42,3821.54,2637.86,10912.15,1077.76,1651.71,654.1,1276.71,297.71,120.23,1070.6,14.31,857.34,10.02,22.9
"illinois,jersey",21900.24,2293.8,1767.76,13022.05,3882.64,2071.93,11211.35,905.35,1381.29,808.73,1041.34,232.6,125.25,1030.6,3.58,579.71,10.73,0
"illinois,jo daviess",20159.67,2330.63,1475.58,12869.75,3889.26,1988.61,10983.75,781.76,1475.58,776.88,957.66,312.7,122.15,918.57,0,952.77,14.66,9.77
"illinois,johnson",19903.52,2163.75,2319.36,12930.62,4312.68,2349,10892.84,1052.23,1645.04,815.11,1037.41,222.3,111.15,1030,7.41,303.81,0,7.41
"illinois,kane",19979.53,2451.5,2083.15,11696.22,3535.14,2484.57,12400.51,939.8,1647.62,726.93,1146.05,260.1,113.66,1008.18,9.69,952.56,13.69,11.27
"illinois,kankakee",20141.96,2503.28,2192.72,11830.23,3630.96,2607.39,12250.57,970.16,1605.61,646.78,1190.93,272.97,117.54,995.82,10.14,924.82,14.92,13.13
"illinois,kendall",21043.47,2538.65,2087.67,12515.19,3622.86,2583.44,12564.61,976.76,1518.2,627.27,1208.43,277.12,125.76,987.35,6.84,976.32,15.22,12.58
"illinois,knox",20688.49,2417.94,2139.99,12061.42,3705.23,2157.65,13296.89,902.16,1587.62,756.12,1203.67,275.6,108.35,1028.18,5.89,1100.03,15.31,9.42
"illinois,la salle",24656.41,2179.82,1770.14,12439.32,3636.04,2056.96,12280.78,840.13,1352.79,741.21,1103.46,278.69,151.31,850.52,7.23,631,13.55,7.68
"illinois,lake",20029.55,2586.06,2061.56,11850.88,3499.49,2616.01,11757.95,1011.37,1600.51,865.73,1184.35,266.79,107.74,1044.52,7.74,899.82,11.81,12.68
"illinois,lawrence",22965.41,2110.19,1863.54,13227.49,3617.46,2037.11,11994.26,922.64,1662.57,648.59,1196.69,210.1,73.08,803.88,9.13,529.83,36.54,9.13
"illinois,lee",21079.87,2389.44,1722.06,13049.54,3672.54,2313.96,11103.03,871.96,1308.93,615.73,1215.57,307.87,119.17,1046.74,3.97,800.45,7.95,21.85
"illinois,livingston",22815.87,3153.57,1618.22,14616.34,3085.33,2365.18,14372.63,1110.09,1261.18,806.67,1175.89,253.46,118.2,1217.32,6.09,1740.07,17.06,13.4
"illinois,logan",21440.27,2554.48,1984.55,12886.14,3742.91,2767.89,11416.58,880.46,1504.07,715.61,1169.26,306.69,103.51,1027.42,11.5,840.85,12.78,15.34
"illinois,macon",18230.85,2769.76,2536.31,12588.09,3631.62,3104.11,11585.85,1003.42,1802.71,687.85,1310.39,262.78,123.96,1052.3,12.12,965.88,10.17,10.95
"illinois,macoupin",23191.93,2176.41,1921.11,13573.68,4124.09,2594.59,11508.17,829.44,1566.46,859.47,1224.52,289.96,136.31,873.34,9.24,931.1,11.55,11.55
"illinois,madison",20203.85,2499.82,2157.28,12465.41,3679.71,2495.1,12005.2,968.77,1655.73,674.3,1224.06,268.89,109.06,1016.57,10.5,964.73,13.87,9.56
"illinois,marion",24177.68,2904.63,2106.98,13205.55,4367.58,2466.22,12911.31,1205.34,1604.76,816.56,1263.24,356.88,127.62,904,15.36,609.76,16.54,9.45
"illinois,marshall",19930.54,2396.95,1811.87,12692.51,3595.43,2387.51,11390.23,887.06,1462.71,660.58,1217.35,264.23,122.68,990.87,28.31,500.15,0,0
"illinois,mason",23930.46,1980.27,1440.2,12858.92,3767.66,2533.21,10222.84,1105.87,1170.16,938.7,1504.49,244.32,141.45,977.28,0,462.92,25.72,0
"illinois,massac",20648.29,2912.09,2353.28,12765.97,4301.24,2675.97,10184.45,928.72,1660.68,842.14,1094,322.69,129.86,1184.51,3.94,539.13,15.74,7.87
"illinois,mcdonough",19308.03,2328.17,2056.09,12891.19,3628.6,2639.21,10875.92,839.75,1562.01,771.11,1194.69,251.68,97.7,965.28,6.18,640.63,17.31,9.89
"illinois,mchenry",20906.92,2112.87,1629.11,13366.66,3359.93,2195.22,12054.01,834.94,1308.21,789.93,1054.12,249.45,98.08,857.34,8.07,815.97,12.31,8.07
"illinois,mclean",18173.69,2398.84,1862.14,12622.89,3704.12,2406.67,10088.45,909.84,1573.53,809.46,1109.22,230.3,94.31,1052.09,8.41,697.74,14.68,9.2
"illinois,menard",17066.98,1718.79,1215.89,9854.41,2941.05,1502.35,8625.79,719.35,1094.93,674.78,802.1,299.2,70.03,878.49,6.37,522,12.73,12.73
"illinois,mercer",23915.87,2661.25,1933.44,13454.47,3597,2313.94,13799.57,1179.09,1535.25,730.02,1205.64,338.46,121.67,1037.51,15.48,1112.73,13.27,8.85
"illinois,monroe",21375.68,2309.2,1840.75,12330.75,4177.74,2041.89,11547.34,919.71,1382.88,730.48,1061.31,262.02,107.19,975.29,10.59,615.35,13.23,10.59
"illinois,montgomery",21350.21,2450.15,1794.58,12643.07,4176.39,2475.46,10790.27,956.77,1417.44,850.47,1255.45,280.96,131.62,1301.01,12.66,908.68,17.72,5.06
"illinois,morgan",19483.55,2885.27,1966.69,13531.32,3844.22,2659.83,10814.28,1125.51,1524.23,758.75,1244.95,270.86,87.48,1120.46,8.41,550.14,23.55,6.73
"illinois,moultrie",26618.28,3194,2022.55,14382.57,4963.14,2113.4,13105.93,937.16,1855.2,2462.44,1204.92,296.45,86.07,851.1,0,1042.35,14.34,9.56
"illinois,ogle",22048.04,2121.5,1889.54,13124.4,3534.9,2465.23,12213.43,814.23,1484.77,663.97,1321.36,282.68,129.6,872.46,10.33,836.77,13.15,15.03
"illinois,peoria",21207.68,2582.85,2322.34,12212.86,3805.53,2797.26,12989.3,980.13,1720.65,734.63,1293.97,266.67,114.71,1033.73,8.84,877.21,15.28,9.65
"illinois,perry",21530.99,2421.83,1830.46,13818.93,3737.35,2445.97,11051.12,889.08,1355.74,663.79,1214.94,217.24,116.67,893.1,4.02,828.73,8.05,12.07
"illinois,piatt",20101.8,2392.43,1951.82,12936.12,4193.51,2365.37,10771.72,1055.14,1499.62,730.48,1337.29,340.12,123.68,1016.49,15.46,591.34,27.05,3.87
"illinois,pike",22248.95,1771.17,1596.24,11228.34,3717.27,2328.76,9610.23,787.19,1235.44,754.39,1005.85,284.26,153.06,918.38,10.93,579.46,32.8,10.93
"illinois,pope",23134.96,2769.86,1952.1,13480,4088.85,2189.51,13321.73,1213.46,2004.85,870.53,1160.7,527.59,105.52,1055.19,26.38,395.69,0,0
"illinois,pulaski",20305.93,3353.27,2918.59,12150.44,4305.44,3560.27,12378.13,931.47,2297.61,496.78,1241.95,331.19,144.9,952.16,0,683.07,20.7,0
"illinois,putnam",20057.99,2682.29,1913.1,12780.31,3707.87,2268.11,12425.3,1065.03,986.13,946.69,1262.25,295.84,98.61,1084.75,0,887.52,39.45,0
"illinois,randolph",20139.22,2362.16,1843.2,13127.9,3919.04,2283.42,10780.05,962.76,1506.77,801.7,1202.56,261.27,118.11,894.76,7.16,515.38,14.32,0
"illinois,richland",23070.09,2223.11,1745.41,13975.56,4525.83,2253.73,11225.77,1004.38,1384.08,679.79,1163.61,312.34,159.23,943.14,24.5,832.9,24.5,18.37
"illinois,rock island",21854.73,2426.57,2049.26,12255.54,3784.97,2435.13,12420.77,964.18,1529.85,702.53,1144.57,277.98,113.72,967.87,7.19,967.09,14,6.8
"illinois,saline",21130.99,2299.48,1901.33,13998.85,3661.28,2129.26,11416.62,957.88,1485.86,686.67,1125.22,351.99,95.21,784.77,2.88,617.43,20.2,5.77
"illinois,sangamon",19805.3,2528.55,2169.19,12373.68,3677.67,2799.64,10997.25,943.55,1573.75,765.99,1232.64,253.08,112.54,1018.57,8.75,731.98,15.26,7
"illinois,schuyler",19216.82,5563.04,1139.54,13788.46,6744.02,2455.2,9965.81,2320.52,1180.98,2413.76,1647.16,445.46,248.63,2206.57,0,3387.55,41.44,20.72
"illinois,scott",27381.33,3951.18,1255.52,12702.87,3157.25,1827.88,11964.33,1846.35,1255.52,498.51,1144.73,332.34,0,830.86,0,830.86,0,0
"illinois,shelby",22536.88,2120.01,2201.67,13957.02,3877.12,2092.8,12653.56,880.06,1605.89,656.27,1236.93,359.89,108.87,840.75,12.1,665.34,27.22,6.05
"illinois,st clair",17455.14,2602.27,2197.43,11755.51,3794.98,2845.18,11125.36,986.29,1571.74,733.88,1273.32,232.35,105.61,1052.6,9.15,988.76,14.08,10.44
"illinois,stark",21234.39,2675.93,1704.08,12035.04,4167,2396.36,12341.24,945.23,1278.06,625.72,1597.57,292.89,119.82,812.1,0,1331.31,26.63,0
"illinois,stephenson",19563.56,2425.48,1959.79,12719.97,3707.63,2659.82,10888.55,973.18,1473.2,861.23,1158.26,283.6,110.45,1044.82,8.96,1068.7,10.45,8.96
"illinois,tazewell",20867.81,2405.68,2251.9,12324.68,3700.24,2662.71,13206.97,872.51,1683.25,704.35,1213.62,259.62,120.03,983.51,9.4,825.68,11.43,10.51
"illinois,union",15999.22,1877.36,1720.5,13548.35,3078.28,2921.43,9068.18,661.73,1249.94,828.39,1465.61,338.22,93.13,843.1,9.8,627.42,14.7,4.9
"illinois,vermilion",21943.99,2583.78,2556.06,12269.97,3826.87,2788.67,13922.62,1036.4,1931.69,559.22,1395.46,349.82,126.45,945.11,13.07,1147.97,13.97,20.29
"illinois,wabash",21035.15,2048.15,1519.46,13571.06,4312.77,2222.99,11094.14,774.3,1236.38,707.69,1194.75,270.59,145.7,965.79,4.16,424.62,12.49,45.79
"illinois,warren",21875.41,2055.82,2236.61,13838.07,3639.88,2264.16,11045.32,709.38,1714.91,785.14,1203.54,253.1,113.64,840.24,13.77,910.83,17.22,20.66
"illinois,washington",20743.01,2257.64,1934.1,12726.21,4457.77,2401.44,10188.16,862.79,1387.66,1078.49,1164.77,273.22,79.09,1006.59,0,661.48,21.57,14.38
"illinois,wayne",19195.78,2646.22,1419.14,13759.29,3681.24,2870.3,9139.07,1163.06,1056.36,538.85,1520.51,186.73,122.71,1029.68,0,453.49,10.67,10.67
"illinois,white",22096.03,2323.18,1522.97,14177.85,3923.59,2549.05,10680.18,1245.48,1245.48,729.22,1271.3,212.96,116.16,903.46,12.91,464.64,19.36,19.36
"illinois,whiteside",22256.87,2162.15,1743.16,12525.36,4150.26,2350,12041.91,920.85,1478.88,1073.71,1169.47,321.38,116.95,925.45,18.42,998.2,13.81,7.37
"illinois,will",20225.47,2705.22,2328.43,11991.73,3524.8,2661.34,12843.83,1039.41,1789.9,673.97,1216.57,287.56,102.81,1032.52,11.95,1070.37,12.33,14.45
"illinois,williamson",19823.8,2425.22,1866.89,13668.4,3718.63,2488.7,10666.81,954.36,1433.35,691.07,1147.69,325.33,102.43,968.07,4.33,587.91,18.75,5.05
"illinois,winnebago",20481.67,2711.67,2307.85,12128.04,3560.83,2831.18,11888.3,1004.09,1762.59,689.53,1296.72,279.26,110.95,1067.54,9.03,948.73,13.25,11.85
"illinois,woodford",23649.78,2034.49,1664.41,13052.03,3912.48,2202.03,13838.21,800.91,1399.29,754.88,1106.54,333.25,134.41,830.37,9.21,664.66,18.41,3.68
"indiana,adams",21961.54,2698.2,2158.56,13820.45,3789.61,2413.22,11653.81,1123.74,1889.75,624.53,1162.15,287,97.01,1018.65,6.06,608.36,6.06,20.21
"indiana,allen",18412.54,2677.84,2177.64,12358.94,3637.3,2690.48,10853.84,1055.55,1713.37,700.95,1245.65,301.44,110.4,1094.2,10.65,979.83,15.14,11.7
"indiana,bartholomew",19368.91,2582.57,1673.64,12049.15,3358.98,2261.41,10055.9,969.73,1379.76,696.9,1091.34,251.79,109.91,1162.28,6.24,647.01,16.37,7.8
"indiana,benton",22815.59,2158.85,1590.73,14225.66,3499.6,2136.12,10885.13,590.84,1158.96,772.64,1522.55,386.32,45.45,818.09,22.73,795.36,22.73,22.73
"indiana,blackford",24413.08,2447.73,2153.6,13266.44,3948.83,2332.78,12979.07,1004.11,1764.8,591.65,1085.25,321.18,152.14,831.69,10.14,547.7,27.05,20.29
"indiana,boone",20232.04,2903.94,1636.07,12281.68,3886.14,2488.43,10727.23,1063.82,1264.15,754.04,1196.45,215.18,100.17,1325.37,8.35,627.9,16.7,11.13
"indiana,brown",20614.51,1943.78,1290.04,11505.77,4079.32,1603.84,8629.33,679.89,1045.98,767.05,1089.56,217.91,156.9,697.32,8.72,400.96,43.58,0
"indiana,carroll",20610.77,2130.41,1959.98,13138.83,4059.4,2440.29,10721.78,859.91,1479.67,766.95,1224.02,395.1,96.84,918.01,7.75,1239.51,38.73,11.62
"indiana,cass",21087.88,2362.74,2068.07,12609.33,3782.53,2224.78,12561.11,902.77,1663.56,705.88,1074.22,373.7,116.53,897.41,1.34,633.55,20.09,8.04
"indiana,clark",20586.11,2576.94,2072.72,12693.36,3960.64,2670.53,11139.11,971.29,1487.69,698.24,1235.73,297.12,111.12,1039.63,11.59,670.9,13.96,10.1
"indiana,clay",22180.97,2351.34,1767.07,13794.53,4175.41,2198.15,11208.05,922.72,1325.3,1161.42,1353.8,285.01,106.88,986.85,14.25,708.97,21.38,7.12
"indiana,clinton",24101.51,2254.36,1635.28,13587.27,3820.4,2044.61,12328.73,1052.85,1278.9,708.69,1240.2,276.96,105.9,875.68,12.22,751.45,12.22,8.15
"indiana,crawford",17967.04,2654.22,1652.81,14894.75,3723.69,2576.44,9022.41,943.08,1059.74,690.29,1195.86,330.56,48.61,875.02,0,768.07,9.72,0
"indiana,daviess",17724.75,3344.85,1276.78,14184.09,3449.46,2494.55,8661.2,1276.78,1080.97,681.31,1325.07,289.69,88.52,1148.03,5.37,828.84,13.41,8.05
"indiana,de kalb",20402.09,2480.47,1853.14,12748.47,3633.15,2283.72,11693.65,966.23,1529.69,621.15,1185.64,261.64,106.1,1011.55,5.15,689.13,7.21,9.27
"indiana,dearborn",24660.81,2431.08,1919.04,13202.65,4029.54,2298.4,13578.45,997.37,1541.47,662.54,1165.67,316.13,124.67,868.24,8.9,753.37,22.26,8.02
"indiana,decatur",20078.11,2165.98,1552.77,11966.86,4184.59,2416.01,10132.49,836.92,1455.39,860.6,1068.52,218.44,126.33,1052.73,2.63,447.41,28.95,13.16
"indiana,delaware",19390.24,2650.81,2162.74,13028.36,3576.38,2742.06,11522.08,950.24,1662.34,681.27,1230.31,276.1,109.21,1040.81,14.11,628.65,15.48,13.56
"indiana,dubois",20025.41,2707.06,1812.6,13109.12,3830.4,2515.01,10499.4,991.8,1402.2,783.97,1310.12,378.83,118.39,973.38,10.52,636.65,15.79,10.52
"indiana,elkhart",21823.06,2526.05,2165.54,12480.58,3769.26,2467.67,12001.55,984.06,1615.4,736.59,1195.27,302.67,112.5,939.31,8.31,846.26,12.91,12.38
"indiana,fayette",22590.11,2384.68,2118.38,14308.07,4332.52,2734.75,12348.26,876.68,1558.87,688.18,1286.59,290.23,104.72,834.79,11.97,418.89,20.94,5.98
"indiana,floyd",19897.39,2421.55,2206.58,12615.6,4030.73,2839.03,11166.87,763.31,1530.51,733.71,1278.15,292.86,90.35,969.71,14.02,705.67,13.24,11.68
"indiana,fountain",23012.3,2510.1,1694.78,13310.86,3270.46,2207.79,10141.17,870.29,1181.76,650.43,833.65,375.6,100.77,952.74,0,604.62,36.64,0
"indiana,franklin",21851.68,2410.17,1761.68,13809.91,4124.59,2307.78,11271.09,971.42,1459.75,855.9,1212.96,338.68,136.52,947.79,18.38,467.33,10.5,10.5
"indiana,fulton",23266.21,2386.88,1780.44,12863.47,3704.71,2367.44,11545.64,1142.9,1535.53,765.82,1255.64,377.08,136.06,952.42,15.55,726.95,19.44,15.55
"indiana,gibson",22771.46,2323.03,1862.41,13100.34,4172.74,2462.66,11702.17,870.46,1477.96,770.72,1195.06,359.06,123.31,924.86,3.63,745.33,19.95,18.13
"indiana,grant",22409.6,2536.36,2369.14,13329.12,3984.17,2528.08,12315.08,909.33,1746.64,729.7,1259.9,360.09,134.93,1029.77,12,641.95,12.42,10.76
"indiana,greene",23853.37,2456.2,1727.6,14239.16,4291.95,2589.97,11321.88,862.38,1337.68,788.38,1252.3,261.84,122.38,902.22,19.92,825.38,19.92,8.54
"indiana,hamilton",17956.22,2639.01,1648.64,12348.34,3645.38,2531.7,9863.29,999.49,1366.09,806.41,1191.91,248.19,97.8,1107.99,8.19,640.82,17.97,8.99
"indiana,hancock",21526.63,2788.71,1832.92,12853.62,3990.29,2336.45,11486.3,974.75,1516.2,777.41,1177.7,307.59,106.75,1082.9,9.83,559.01,11.24,7.02
"indiana,harrison",21111.24,2490.49,1957.38,13497.61,3917.39,2402.3,11624.48,970.13,1445.33,659.48,1305.8,329.08,113.2,1003.04,1.32,555.49,10.53,7.9
"indiana,hendricks",20702.58,2622.26,1815.75,12818.21,3667.65,2548.26,11396.92,1037.08,1495.78,776.71,1224.67,292.12,110.16,1094.24,10.75,669.98,16.85,9.28
"indiana,henry",22783.61,2257.8,1890.59,13776.31,4026.94,2431.84,12443.24,937.16,1404.79,710.52,1228.83,324.18,109.02,922.82,3.83,558.47,14.34,10.52
